dialect	pos	standard
바둥기리다	동사	바둥거리다
바뒤챙이	명사	발뒤꿈치
바드래	명사	바더리
바드레	명사	바더리
바드집	명사	바디집
바득	명사	바둑
바들챙이	명사	송사리
바디때	명사	부티
바디띠	명사	부티
바디불	명사	반딧불이
바때기	명사	발채
바때리	명사	땅벌
바때이	명사	대님
바때임	명사	대님
바라구	명사	바랭이
바라다	형용사	바르다
바라다	동사	바르다
바라비다	동사	바라보이다
바라지문	명사	사립문
바라지문	명사	바라지창
바락벡	명사	바람벽
바람	명사	보람
바람	명사	열꽃
바람개비	명사	솔개
바람나무	명사	버드나무
바람뎅이	명사	바람둥이
바람됭이	명사	바람둥이
바람뒹이	명사	바람둥이
바람디이	명사	바람둥이
바람딩이	명사	바람둥이
바람따지	명사	바람이 많이 불거나 바람과 맞닿은 
바람딱	명사	바람벽
바람떡	명사	개피떡
바람띠이	명사	바람둥이
바람띵이	명사	바람둥이
바람막	명사	바람벽
바람모지	명사	바람받이
바람밋	명사	아랫목
바람불이새	명사	황조롱이
바람빅	명사	바람벽
바람빡	명사	바람벽
바람뻔지	명사	바람받이
바람싹	명사	바람벽
바람재이	명사	화냥년
바람재이	명사	바람쟁이
바람절	명사	바람결
바람제비	명사	솔개
바람젱이	명사	바람둥이
바람짝	명사	바람벽
바람푹	명사	바람벽
바랑가씨	명사	고깔
바래	명사	바다
바래기	명사	바랭이
바래다	동사	기다리다
바래다	동사	바르다
바래더보다	동사	바라다보다
바래보다	동사	바라보다
바래이	명사	바랭이
바래이풀	명사	바랭이
바래지	명사	바라지
바래지하다	동사	바라지하다
바래질	명사	바라지
바래질하다	동사	바라지하다
바램	명사	바람
바량	명사	배웅
바러	부사	바로
바러다	동사	바르다
바러보다	동사	바라보다
바럭	명사	벼룩
바럼	의존 명사	바람
바럼	명사	바람
바렝	명사	바랑
바로손	명사	바른손
바루손	명사	바른손
바루잡다	동사	바로잡다
바루쪽	명사	바른쪽
바루쿠다	동사	바루다
바룸벽	명사	바람벽
바룸짝	명사	바람벽
바르다	형용사	뻐근하다
바르손	명사	바른손
바르쪽	명사	바른쪽
바른버짐	명사	버짐
바른손잽이	명사	바른손잡이
바른짝	명사	바른쪽
바름벅	명사	바람벽
바름벽	명사	바람벽
바릇질	명사	바다에서 주로 해산물과 고기를 잡는 
바리	부사	바로
바리	명사	진딧물
바리다	동사	바르다
바리다	형용사	바르다
바리다	동사	버리다
바리바리	부사	거푸거푸
바리보다	동사	바라보다
바리채	명사	발채
바릴	명사	그믐께
바림박	명사	바람벽
바마	명사	박하
바멩이	명사	대님
바모리	명사	비설거지
바발	명사	바늘
바방질	명사	소꿉질
바뿌재	명사	보자기
바뿌제미	명사	질경이
바뿌제이	명사	질경이
바뿌째	명사	시룻밑
바새기	명사	보시기
바섬	명사	발채
바성거리다	동사	바스대다
바세다	형용사	부시다
바소가리	명사	발채
바소고래	명사	발채
바쇠기	명사	발채
바수걸이	명사	발채
바수고리	명사	발채
바수구리	명사	발채
바수커리	명사	발채
바숨	명사	바심
바슴	명사	바심
바시다	형용사	부시다
바시럭	부사	바스락
바시럭거리다	동사	바스락거리다
바시럭바시럭	부사	바스락바스락
바시미	명사	바심
바실바실	부사	바슬바슬
바실바실하다	형용사	바지런하다
바심마당	명사	타작마당
바쏘구리	명사	바소쿠리
바아	명사	밧줄
바아	명사	방아
바아	명사	방아
바아가리	명사	방앗다리
바아다리	명사	방아깨비
바아실	명사	방앗간
바아이파리	명사	방아의 
바아잎	명사	방아의 
바아질	명사	바느질
바아치	명사	바가지
바아탕개	명사	괴밑대
바아확	명사	방아확
바알	명사	방울
바알	명사	바늘
바앗간	명사	방앗간
바앗구	명사	방앗공이
바앗실	명사	방앗간
바앙	명사	방아
바앙간	명사	방앗간
바애질	명사	방아질
바앳간	명사	방앗간
바야하다	형용사	잔잔하다
바오세	명사	방아쇠
바올	명사	방울
바옷	명사	이끼
바우	명사	구석
바우	명사	방위
바우꼽자구	명사	이끼
바우꼿	명사	이끼
바우다	동사	감당하다
바우다	동사	집안의 대소사, 손님 대접 등을 위해 특별히 정성을 들여 푸짐하게 음식을 장만하
바우다	동사	피하다
바우독	명사	바윗돌
바우돌	명사	바윗돌
바우리	명사	방울
바우밥	명사	이끼
바우버섯	명사	이끼
바우손	명사	이끼
바우이	명사	바위
바우짜갑	명사	바위짬
바우틈새이	명사	바위틈
바웃뎅이	명사	바윗덩이
바웃독	명사	바위
바웃돌	명사	바윗돌
바웃순	명사	이끼
바웨	명사	바위
바위버섯	명사	이끼
바위옷	명사	담쟁이
바윗동	명사	바윗등
바이	명사	비
바이돌	명사	바윗돌
바이산	명사	바위산
바이섬	명사	바위섬
바이솔	명사	바위솔
바이작대기	명사	바지랑대
바이작대기	명사	지겟작대기
바이작대이	명사	지겟작대기
바잇더어리	명사	바윗덩어리
바잇데이	명사	바윗덩이
바잇돌	명사	바윗돌
바자락	의존 명사	보지락
바자리	명사	발채
바자하다	형용사	잔잔하다
바작	명사	지역
바작	명사	바지게
바작대이	명사	지겟작대기
바잘짝대이	명사	지겟작대기
바장	명사	똥장군
바장대	명사	바리장대
바장때	명사	바지랑대
바장통	명사	똥장군
바재	명사	발채
바재기	명사	자배기
바주거리	명사	발채
바주다	동사	봐주다
바줄	명사	밧줄
바지	명사	바자
바지	명사	발채
바지	명사	울타리
바지가라이	명사	바지랑대
바지가래이	명사	바지랑대
바지개	명사	발채
바지개작대기	명사	지겟작대기
바지게떡	명사	송편
바지게작당구	명사	바지랑대
바지겟작대기	명사	작대기
바지기	명사	발채
바지기	명사	바지게
바지기작대기	명사	지겟작대기
바지때	명사	바지랑대
바지락	명사	바자
바지락	부사	바로
바지락대기	명사	바지게를 버티어 세우는 긴 막대
바지랑장대	명사	바지랑대
바지랑탱이	명사	바지랑대
바지래이	명사	바지랑대
바지랭이	명사	바지랑대
바지랭이장대	명사	바지랑대
바지작대기	명사	바지랑대
바지작대이	명사	바지랑대
바지작대이	명사	지겟작대기
바지장대	명사	바지랑대
바지줌치	명사	바지춤
바지짝대기	명사	지겟작대기
바직	명사	발채
바질	명사	바느질
바질하다	형용사	당돌하다
바짓가래이	명사	바짓가랑이
바짓가랭이	명사	바짓가랑이
바짓대기	명사	바지랑대
바짓대이	명사	바지랑대
바짓작대기	명사	지겟작대기
바쨍이	명사	대님
바찌	명사	날윷
바찔	명사	기슭
바채다	동사	보채다
바초레기	명사	참바
바초렝이	명사	참바
바초리	명사	밧줄
바초리기	명사	밧줄
바추다	동사	받치다
바치다	동사	거슬리다
바치다	동사	괴다
바침	명사	올가미
바침때	명사	바지랑대
바캥이	명사	바퀴
바콜	명사	바구니
바쿠리	명사	바구니
바쿠버러지	명사	바퀴
바쿠벌거지	명사	바퀴
바쿠벌기	명사	바퀴
바쿠키다	동사	바뀌다
바쿨탱이	명사	바구니
바퀴	명사	고팽이
바킹이	명사	바퀴
바킹이	의존 명사	바퀴
바태이	명사	바탱이
바텡이	명사	항아리
바트다	동사	뱉다
바틀리다	동사	부딪치다
바팀개	명사	버팀대
바팅개	명사	버팀목
바하	명사	방아
바확	명사	방아확
박고둥	명사	우렁이
박꼿	명사	박꽃
박끈	명사	참바
박다	명사	서대기
박달낭기	명사	박달나무
박댕이	명사	바가지
박독	명사	바윗돌
박떼기	명사	바가지
박바가치	명사	바가지
박상	명사	튀밥
박상강내이	명사	강냉이
박새	명사	박쥐
박새비	명사	생이
박샘	명사	박우물
박석눈	명사	함박눈
박설기	명사	박을 넣고 찐 설기
박속겉다	형용사	박속같다
박속겉이	부사	박속같이
박시	명사	박의 
박아뜨다	동사	똑바로 쳐다보
박우거리	명사	박고지
박우구리	명사	박고지
박움물	명사	박우물
박움이불	명사	누비이불
박음이불	명사	누비이불
박자가리	명사	바가지
박작	명사	바가지
박재기	명사	바지랑대
박재기	명사	바가지
박재이	명사	바가지
박적	명사	바가지
박적시암	명사	박우물
박조	명사	곰보
박주	명사	박쥐
박주개	명사	소꿉장난
박주개	명사	밥주걱
박주개미	명사	소꿉장난
박주기	명사	밥주걱
박죽	명사	밥주걱
박쥐새	명사	박쥐
박쥐이	명사	박쥐
박증하다	형용사	박정하다
박지기	명사	바가지
박짐치	명사	박김치
박짝	명사	바가지
박채다	동사	박차다
박체다	동사	박차다
박치이	명사	박치기
박학	명사	박하
밖부모	명사	부친
밖사둔	명사	밭사돈
반간나	명사	여자처럼 꾸미고 다니거나 행동하는 남자를 이르는 
반거워하다	동사	반가워하다
반거챙이	명사	반거충이
반거치기	명사	반거충이
반걸칭이	명사	반거들충이
반걸티이	명사	무엇을 하다가 중도에 그만두어 다 하지 못한 상
반겁다	형용사	반갑다
반게하다	동사	반가워하다
반겍	명사	반격
반겡일	명사	반공일
반구다	형용사	반반하다
반구워하다	동사	반가워하다
반굽다	형용사	반갑다
반꼬시레이	명사	반곱슬머리
반나	명사	절반
반나질	명사	반나절
반늘기이	명사	반늙은이
반다레끼	명사	다래끼
반다씨	부사	반드시
반닥불	명사	반딧불이
반닥시럼허다	형용사	예쁘고 깔끔하
반닥지	명사	소래기
반닥허다	동사	반짝하다
반달손텁	명사	속손톱
반닷반닷	부사	반듯반듯
반닷하다	형용사	반듯하다
반대	명사	반딧불이
반대기	명사	소래기
반대작하다	동사	섬기지 아니하
반댓돌	명사	자갈
반더럽다	형용사	반드럽다
반더지	부사	반드시
반덜반덜하다	형용사	반드럽다
반덩이	명사	함지
반데	명사	반두
반데	의존 명사	군데
반도	명사	허리띠
반독박	명사	절반
반돔박	명사	절반
반동가리	명사	반동강
반동가리	명사	반
반동가리처매	명사	미니스커트
반두깨	명사	소꿉장난
반두깨놀이	명사	소꿉놀이
반두깨미	명사	소꿉질
반두깨비	명사	소꿉장난
반두깨이	명사	소꿉질
반두깽이	명사	소꿉장난
반두다	동사	바루다
반둑개	명사	소꿉장난
반둣불	명사	반딧불
반뒤	명사	반두
반드랍다	형용사	약삭빠르다
반드래기	명사	소래기
반드롬허다	형용사	예쁘고 깔끔하
반드불	명사	반딧불이
반득다	형용사	반듯하다
반득불	명사	반딧불
반득허다	형용사	반듯하다
반들구다	동사	바루다
반들돌	명사	조약돌
반디	명사	반두
반디	의존 명사	군데
반디기	명사	번데기
반디기	명사	반대기
반또막	명사	절반
반똥가리	명사	반동강
반뚜막	명사	절반
반뜻하다	형용사	반듯하다
반미주룩하다	형용사	뱐미주룩하다
반미칭개이	명사	반미치광이
반바래기	명사	보초
반바이	부사	반반히
반바이	부사	반반이
반버머리	명사	반벙어리
반버부리	명사	반벙어리
반벙치	명사	반벙어리
반베이	명사	반병
반보선	명사	덧버선
반보신	명사	덧버선
반봉새	명사	애꾸
반봉어리	명사	반벙어리
반부칭이	명사	반벙어리
반비다	동사	비비다
반빙시이	명사	반병신
반사리	명사	물가에 보이는 잔 민물고
반생기	명사	반상기
반섺이	명사	쌀에 잡곡을 반 정도 섞어 지은 
반시끼	명사	반섞이
반싞이	명사	쌀과 보리를 반씩 섞어 지은 
반쌀눈	명사	싸라기눈
반쑤봉	명사	잠방이
반쓰봉	명사	잠방이
반연장	명사	극젱이
반이사	명사	반의사
반자	명사	반지
반자미	명사	뱁새눈이
반장기	명사	민꽃게
반재	명사	반지
반재미	명사	뱁새눈이
반절	명사	반나절
반조깨미	명사	소꿉질
반조시	명사	튀기
반조이	명사	튀기
반종	명사	튀기
반주고리	명사	반짇고리
반주괭이	명사	반짇고리
반주그릇	명사	반짇고리
반주까리	명사	소꿉질
반주깨	명사	소꿉질
반주깨미	명사	소꿉질
반주깨비	명사	소꿉질
반주깨이	명사	소꿉질
반주봉	명사	잠방이
반주우	명사	반바지
반중우	명사	반바지
반중이	명사	잠방이
반지강주리	명사	반짇고리
반지거리	명사	반짇고리
반지구리	명사	반짇고리
반지그럭	명사	반짇고리
반지그륵	명사	반짇고리
반지그릇	명사	반짇고리
반지기	명사	반반
반지기	명사	반분
반지깽이	명사	소꿉질
반지껭이	명사	소꿉질
반지끄륵	명사	반짇고리
반지끌	명사	반짇고리
반지당시기	명사	반짇고리
반지동구리	명사	반짇고리
반지락젓	명사	바지락젓
반지래기	명사	바지락조개
반지레기	명사	소래기
반지롬하다	형용사	반지르르하다
반지룸하다	형용사	반지르르하다
반지릇	명사	반짇고리
반지리	부사	반지레
반지리하다	형용사	반지레하다
반지손가락	명사	약손가락
반짇개	명사	반짇고리
반짇거리	명사	반짇고리
반짇고랭이	명사	반짇고리
반짇광우리	명사	반짇고리
반짇구리	명사	반짇고리
반짇그륵	명사	반짇고리
반짇글	명사	반짇고리
반짇상자그릇	명사	반짇고리
반질	명사	바느질
반질고렝이	명사	반짇고리
반질광지리	명사	반짇고리
반질그릇	명사	반짇고리
반질글	명사	반짇고리
반질당새기	명사	반짇고리
반질당시개	명사	반짇고리
반질허다	형용사	반드럽다
반짓	명사	절반
반짓불	명사	반딧불이
반짓불이	명사	반딧불이
반짜가리	명사	반쪽
반쪼가리	명사	반쪽
반쪼개미	명사	소꿉장난
반쪼갱이	명사	반쪽
반찬새	명사	쏙독새
반천	명사	반찬
반천	명사	반절
반침	명사	마루
반침	명사	반절
반침밋	명사	토방
반타다	동사	반분하다
반텀	명사	반턱
반투다	동사	반분하다
반툼	명사	절반
반튼	명사	반절
반틈	명사	반절
반틩이	명사	목판
반틩이	명사	나무로 만든 용
반티이	명사	이남박
반티이장사	명사	함지에 물건을 담아서 이고 이리저리 돌아다니며 파는 일. 또는 그러한 사
반팅이	명사	이남박
반팅이	명사	함지
반팅이	명사	목판
반펭상	명사	반평생
반평상	명사	반평생
반푼이	명사	멍청이
반피	명사	반편이
반피이	명사	반편이
반피이짓	명사	반편짓
반핀	명사	반편이
반핑이	명사	반편이
받아넘구다	동사	받아넘기다
받아들류다	동사	받아들이다
받아묵다	동사	받아먹다
받어넴기다	동사	받아넘기다
받어늠기다	동사	받아넘기다
받어디리다	동사	받아들이다
받어씨다	동사	받아쓰다
받쳐보다	동사	올려다보다
